idx,GoTrial,StopSignal,Cond,ttype,choice,response,acc,rt,ssd
1,0,400,bsl,stop,go,1,0,0.5716825,400
1,0,300,bsl,stop,stop,0,1,0.6517889,300
1,1,1000,bsl,go,go,1,1,0.5851527,1000
1,1,1000,bsl,go,go,1,1,0.5984204,1000
1,0,250,bsl,stop,stop,0,1,0.6517737,250
1,1,1000,bsl,go,go,1,1,0.4918505,1000
1,1,1000,bsl,go,go,1,1,0.558431,1000
1,0,250,bsl,stop,stop,0,1,0.6517473,250
1,0,200,bsl,stop,stop,0,1,0.6517525,200
1,0,350,bsl,stop,go,1,0,0.4651386,350
1,1,1000,bsl,go,go,1,1,0.5983678,1000
1,1,1000,bsl,go,go,1,1,0.5051398,1000
1,0,300,bsl,stop,stop,0,1,0.6517611,300
1,0,350,bsl,stop,stop,0,1,0.6515608,350
1,0,200,bsl,stop,stop,0,1,0.6517211,200
1,1,1000,bsl,go,go,1,1,0.5717069,1000
1,1,1000,bsl,go,go,1,1,0.5717822,1000
1,1,1000,bsl,go,go,1,1,0.5449148,1000
1,1,1000,bsl,go,go,1,1,0.5451584,1000
1,0,400,bsl,stop,go,1,0,0.5051069,400
1,1,1000,bsl,go,go,1,1,0.5603723,1000
1,0,400,bsl,stop,go,1,0,0.5317004,400
1,1,1000,bsl,go,go,1,1,0.5318214,1000
1,0,200,bsl,stop,stop,0,1,0.6517318,200
1,1,1000,bsl,go,go,1,1,0.5452108,1000
1,0,250,bsl,stop,stop,0,1,0.6518657,250
1,1,1000,bsl,go,go,1,1,0.571771,1000
1,0,300,bsl,stop,stop,0,1,0.6517069,300
1,1,1000,bsl,go,go,1,1,0.5317697,1000
1,0,300,bsl,stop,stop,0,1,0.6517151,300
1,1,1000,bsl,go,go,1,1,0.465269,1000
1,0,350,bsl,stop,stop,0,1,0.651604,350
1,1,1000,bsl,go,go,1,1,0.5184823,1000
1,1,1000,bsl,go,go,1,1,0.5850152,1000
1,0,350,bsl,stop,stop,0,1,0.6517803,350
1,1,1000,bsl,go,go,1,1,0.5716432,1000
1,0,250,bsl,stop,stop,0,1,0.6516964,250
1,0,200,bsl,stop,stop,0,1,0.6614309,200
1,1,1000,bsl,go,go,1,1,0.5317778,1000
1,0,400,bsl,stop,go,1,0,0.5184781,400
1,1,1000,bsl,go,go,1,1,0.5985067,1000
1,1,1000,bsl,go,go,1,1,0.518534,1000
1,0,400,bsl,stop,go,1,0,0.5716471,400
1,1,1000,bsl,go,go,1,1,0.5451389,1000
1,1,1000,bsl,go,go,1,1,0.5850709,1000
1,1,1000,bsl,go,go,1,1,0.4918819,1000
1,0,300,bsl,stop,stop,0,1,0.6516351,300
1,0,250,bsl,stop,stop,0,1,0.6516566,250
1,0,200,bsl,stop,stop,0,1,0.6518055,200
1,1,1000,bsl,go,go,1,1,0.5316833,1000
1,0,200,bsl,stop,stop,0,1,0.6517516,200
1,1,1000,bsl,go,go,1,1,0.5318461,1000
1,1,1000,bsl,go,stop,0,0,0.6516743,1000
1,0,400,bsl,stop,go,1,0,0.5320049,400
1,1,1000,bsl,go,go,1,1,0.5452111,1000
1,1,1000,bsl,go,go,1,1,0.5451729,1000
1,0,350,bsl,stop,stop,0,1,0.6518041,350
1,1,1000,bsl,go,go,1,1,0.5451348,1000
1,0,350,bsl,stop,go,1,0,0.5584361,350
1,1,1000,bsl,go,go,1,1,0.5734951,1000
1,0,300,bsl,stop,stop,0,1,0.6517523,300
1,0,250,bsl,stop,stop,0,1,0.6518774,250
1,1,1000,bsl,go,go,1,1,0.545091,1000
1,0,300,bsl,stop,stop,0,1,0.6517829,300
1,1,1000,bsl,go,go,1,1,0.5602306,1000
1,0,200,bsl,stop,stop,0,1,0.6516336,200
1,0,250,bsl,stop,stop,0,1,0.6529068,250
1,1,1000,bsl,go,go,1,1,0.5583001,1000
1,0,400,bsl,stop,go,1,0,0.4652244,400
1,1,1000,bsl,go,go,1,1,0.5850319,1000
1,1,1000,bsl,go,go,1,1,0.5318513,1000
1,0,350,bsl,stop,go,1,0,0.5583965,350
1,1,1000,bsl,go,go,1,1,0.6116719,1000
1,1,1000,bsl,go,go,1,1,0.5979278,1000
1,1,1000,bsl,go,go,1,1,0.5317874,1000
1,0,350,bsl,stop,stop,0,1,0.6516256,350
1,1,1000,bsl,go,go,1,1,0.5582895,1000
1,0,300,bsl,stop,stop,0,1,0.651778,300
1,1,1000,bsl,go,go,1,1,0.5715983,1000
1,0,250,bsl,stop,stop,0,1,0.6515567,250
1,0,400,bsl,stop,go,1,0,0.5317865,400
1,1,1000,bsl,go,go,1,1,0.5317882,1000
1,0,200,bsl,stop,stop,0,1,0.6516624,200
1,1,1000,bsl,go,go,1,1,0.5466778,1000
1,1,1000,bsl,go,go,1,1,0.5585238,1000
1,0,250,bsl,stop,stop,0,1,0.6516851,250
1,0,300,bsl,stop,stop,0,1,0.651748,300
1,1,1000,bsl,go,go,1,1,0.5051567,1000
1,1,1000,bsl,go,go,1,1,0.5451154,1000
1,0,350,bsl,stop,stop,0,1,0.6516658,350
1,1,1000,bsl,go,go,1,1,0.5717515,1000
1,1,1000,bsl,go,go,1,1,0.5584585,1000
1,0,200,bsl,stop,stop,0,1,0.6518252,200
1,1,1000,bsl,go,go,1,1,0.5041195,1000
1,0,250,bsl,stop,stop,0,1,0.6521593,250
1,0,200,bsl,stop,stop,0,1,0.6516111,200
1,1,1000,bsl,go,go,1,1,0.5051712,1000
1,0,400,bsl,stop,go,1,0,0.5316538,400
1,1,1000,bsl,go,go,1,1,0.6001673,1000
1,0,400,bsl,stop,go,1,0,0.5317663,400
1,1,1000,bsl,go,go,1,1,0.5452175,1000
1,0,350,bsl,stop,stop,0,1,0.6511832,350
1,0,300,bsl,stop,stop,0,1,0.6534564,300
1,1,1000,bsl,go,go,1,1,0.5451833,1000
1,1,1000,bsl,go,go,1,1,0.5584931,1000
1,1,1000,bsl,go,go,1,1,0.5851514,1000
1,0,200,bsl,stop,stop,0,1,0.6519211,200
1,0,350,bsl,stop,stop,0,1,0.6517355,350
1,0,200,bsl,stop,stop,0,1,0.6515482,200
1,0,250,bsl,stop,stop,0,1,0.6518694,250
1,0,250,bsl,stop,stop,0,1,0.651701,250
1,1,1000,bsl,go,go,1,1,0.5050721,1000
1,0,400,bsl,stop,go,1,0,0.5716169,400
1,0,300,bsl,stop,stop,0,1,0.6516511,300
1,1,1000,bsl,go,go,1,1,0.5717522,1000
1,0,300,bsl,stop,stop,0,1,0.6517118,300
1,1,1000,bsl,go,go,1,1,0.61173,1000
1,0,400,bsl,stop,go,1,0,0.5448164,400
1,1,1000,bsl,go,go,1,1,0.5584095,1000
1,0,350,bsl,stop,stop,0,1,0.6517656,350
1,1,1000,bsl,go,go,1,1,0.5984561,1000
1,1,1000,bsl,go,go,1,1,0.6251193,1000
1,1,1000,bsl,go,go,1,1,0.5584554,1000
1,1,1000,bsl,go,go,1,1,0.5584315,1000
1,1,1000,bsl,go,go,1,1,0.6250649,1000
1,1,1000,bsl,go,go,1,1,0.4785004,1000
1,0,400,bsl,stop,go,1,0,0.5449771,400
1,0,200,bsl,stop,stop,0,1,0.6516831,200
1,1,1000,bsl,go,go,1,1,0.5581216,1000
1,1,1000,bsl,go,go,1,1,0.5451498,1000
1,1,1000,bsl,go,go,1,1,0.5851139,1000
1,1,1000,bsl,go,go,1,1,0.5051451,1000
1,1,1000,bsl,go,go,1,1,0.5984759,1000
1,0,350,bsl,stop,go,1,0,0.5185497,350
1,1,1000,bsl,go,go,1,1,0.4916766,1000
1,0,200,bsl,stop,stop,0,1,0.6517743,200
1,0,300,bsl,stop,stop,0,1,0.6516505,300
1,1,1000,bsl,go,go,1,1,0.5850326,1000
1,0,250,bsl,stop,stop,0,1,0.6516869,250
1,0,400,bsl,stop,go,1,0,0.5459767,400
1,1,1000,bsl,go,go,1,1,0.5318838,1000
1,1,1000,bsl,go,go,1,1,0.5584486,1000
1,0,300,bsl,stop,stop,0,1,0.6533353,300
1,0,250,bsl,stop,stop,0,1,0.6518146,250
1,0,350,bsl,stop,go,1,0,0.4918333,350
1,1,1000,bsl,go,go,1,1,0.5453453,1000
1,1,1000,pnl,go,go,1,1,0.5202535,1000
1,1,1000,pnl,go,go,1,1,0.6253761,1000
1,1,1000,pnl,go,go,1,1,0.5982146,1000
1,1,1000,pnl,go,go,1,1,0.5450938,1000
1,1,1000,pnl,go,go,1,1,0.5183792,1000
1,1,1000,pnl,go,go,1,1,0.4918417,1000
1,1,1000,pnl,go,go,1,1,0.5186465,1000
1,1,1000,pnl,go,go,1,1,0.4917705,1000
1,1,1000,pnl,go,go,1,1,0.5052381,1000
1,1,1000,pnl,go,go,1,1,0.5052567,1000
1,1,1000,pnl,go,go,1,1,0.5051695,1000
1,1,1000,pnl,go,go,1,1,0.5459087,1000
1,0,300,pnl,stop,stop,0,1,0.6516552,300
1,1,1000,pnl,go,go,1,1,0.5973591,1000
1,1,1000,pnl,go,go,1,1,0.5718464,1000
1,0,350,pnl,stop,go,1,0,0.5851239,350
1,1,1000,pnl,go,go,1,1,0.5586394,1000
1,1,1000,pnl,go,go,1,1,0.6251814,1000
1,0,250,pnl,stop,stop,0,1,0.6515701,250
1,0,350,pnl,stop,go,1,0,0.5185425,350
1,1,1000,pnl,go,go,1,1,0.5317465,1000
1,1,1000,pnl,go,go,1,1,0.6118085,1000
1,0,250,pnl,stop,stop,0,1,0.6517102,250
1,1,1000,pnl,go,go,1,1,0.5450424,1000
1,1,1000,pnl,go,go,1,1,0.6118238,1000
1,1,1000,pnl,go,go,1,1,0.5851219,1000
1,1,1000,pnl,go,go,1,1,0.545156,1000
1,0,400,pnl,stop,go,1,0,0.6117118,400
1,0,200,pnl,stop,stop,0,1,0.6517811,200
1,0,400,pnl,stop,go,1,0,0.6118103,400
1,0,200,pnl,stop,stop,0,1,0.6517971,200
1,0,300,pnl,stop,stop,0,1,0.6518812,300
1,1,1000,pnl,go,go,1,1,0.6000458,1000
1,0,200,pnl,stop,stop,0,1,0.6517957,200
1,1,1000,pnl,go,go,1,1,0.638349,1000
1,1,1000,pnl,go,go,1,1,0.6251769,1000
1,1,1000,pnl,go,go,1,1,0.5851265,1000
1,1,1000,pnl,go,go,1,1,0.5984819,1000
1,0,250,pnl,stop,stop,0,1,0.6500036,250
1,0,300,pnl,stop,stop,0,1,0.6517572,300
1,0,350,pnl,stop,stop,0,1,0.6517147,350
1,0,200,pnl,stop,stop,0,1,0.6516631,200
1,0,250,pnl,stop,stop,0,1,0.6518233,250
1,1,1000,pnl,go,go,1,1,0.6117123,1000
1,0,300,pnl,stop,stop,0,1,0.6518324,300
1,0,350,pnl,stop,stop,0,1,0.6516746,350
1,0,400,pnl,stop,go,1,0,0.5983888,400
1,1,1000,pnl,go,stop,0,0,0.6517587,1000
1,0,400,pnl,stop,go,1,0,0.5840047,400
1,1,1000,pnl,go,go,1,1,0.5451227,1000
1,1,1000,pnl,go,go,1,1,0.5717593,1000
1,1,1000,pnl,go,go,1,1,0.6384258,1000
1,1,1000,pnl,go,go,1,1,0.5973719,1000
1,1,1000,pnl,go,go,1,1,0.5184312,1000
1,1,1000,pnl,go,go,1,1,0.5450734,1000
1,1,1000,pnl,go,go,1,1,0.5851461,1000
1,0,250,pnl,stop,stop,0,1,0.6512435,250
1,1,1000,pnl,go,go,1,1,0.5717687,1000
1,1,1000,pnl,go,go,1,1,0.5734653,1000
1,0,250,pnl,stop,stop,0,1,0.6528295,250
1,1,1000,pnl,go,go,1,1,0.5462729,1000
1,0,400,pnl,stop,go,1,0,0.586146,400
1,1,1000,pnl,go,go,1,1,0.5850572,1000
1,0,350,pnl,stop,stop,0,1,0.6517403,350
1,0,350,pnl,stop,stop,0,1,0.6534778,350
1,0,300,pnl,stop,stop,0,1,0.6519872,300
1,0,300,pnl,stop,stop,0,1,0.6518279,300
1,0,200,pnl,stop,stop,0,1,0.6516976,200
1,0,400,pnl,stop,go,1,0,0.5717634,400
1,1,1000,pnl,go,go,1,1,0.625424,1000
1,0,200,pnl,stop,stop,0,1,0.6517696,200
1,1,1000,pnl,go,go,1,1,0.6116497,1000
1,1,1000,pnl,go,go,1,1,0.6117347,1000
1,1,1000,pnl,go,go,1,1,0.585248,1000
1,1,1000,pnl,go,go,1,1,0.533773,1000
1,0,300,pnl,stop,stop,0,1,0.6518378,300
1,0,400,pnl,stop,go,1,0,0.5591133,400
1,0,200,pnl,stop,stop,0,1,0.6517696,200
1,0,250,pnl,stop,stop,0,1,0.6518173,250
1,0,300,pnl,stop,stop,0,1,0.6518228,300
1,0,250,pnl,stop,stop,0,1,0.6517054,250
1,1,1000,pnl,go,go,1,1,0.5852171,1000
1,1,1000,pnl,go,go,1,1,0.5983784,1000
1,0,350,pnl,stop,stop,0,1,0.6517984,350
1,0,400,pnl,stop,go,1,0,0.5718119,400
1,1,1000,pnl,go,go,1,1,0.6117891,1000
1,1,1000,pnl,go,go,1,1,0.5984254,1000
1,1,1000,pnl,go,go,1,1,0.5851961,1000
1,1,1000,pnl,go,go,1,1,0.5584626,1000
1,0,350,pnl,stop,stop,0,1,0.651825,350
1,1,1000,pnl,go,go,1,1,0.5718414,1000
1,1,1000,pnl,go,go,1,1,0.5974246,1000
1,1,1000,pnl,go,go,1,1,0.5852186,1000
1,1,1000,pnl,go,go,1,1,0.6118535,1000
1,0,200,pnl,stop,stop,0,1,0.6517371,200
1,1,1000,pnl,go,go,1,1,0.5318252,1000
1,1,1000,pnl,go,go,1,1,0.5718661,1000
1,1,1000,pnl,go,go,1,1,0.5308021,1000
1,0,400,pnl,stop,go,1,0,0.5583651,400
1,1,1000,pnl,go,go,1,1,0.5319533,1000
1,1,1000,pnl,go,go,1,1,0.5719295,1000
1,1,1000,pnl,go,go,1,1,0.6118584,1000
1,0,350,pnl,stop,stop,0,1,0.6510212,350
1,0,300,pnl,stop,stop,0,1,0.6515579,300
1,0,400,pnl,stop,stop,0,1,0.6516326,400
1,1,1000,pnl,go,go,1,1,0.5450971,1000
1,0,200,pnl,stop,stop,0,1,0.6517621,200
1,0,300,pnl,stop,go,1,0,0.4118706,300
1,1,1000,pnl,go,go,1,1,0.5983682,1000
1,0,200,pnl,stop,stop,0,1,0.6517997,200
1,1,1000,pnl,go,go,1,1,0.5984071,1000
1,0,250,pnl,stop,stop,0,1,0.6517025,250
1,1,1000,pnl,go,go,1,1,0.6250794,1000
1,0,350,pnl,stop,stop,0,1,0.6518127,350
1,0,250,pnl,stop,stop,0,1,0.6517525,250
1,1,1000,pnl,go,stop,0,0,0.6517533,1000
1,1,1000,pnl,go,go,1,1,0.5185599,1000
1,0,300,pnl,stop,stop,0,1,0.651764,300
1,0,300,pnl,stop,stop,0,1,0.6518078,300
1,0,250,pnl,stop,stop,0,1,0.6515978,250
1,1,1000,pnl,go,go,1,1,0.5585189,1000
1,0,250,pnl,stop,stop,0,1,0.6518109,250
1,1,1000,pnl,go,go,1,1,0.5441009,1000
1,1,1000,pnl,go,go,1,1,0.5717204,1000
1,0,200,pnl,stop,stop,0,1,0.6510027,200
1,0,400,pnl,stop,go,1,0,0.5585787,400
1,1,1000,pnl,go,go,1,1,0.5585488,1000
1,1,1000,pnl,go,go,1,1,0.5717153,1000
1,0,200,pnl,stop,stop,0,1,0.651818,200
1,1,1000,pnl,go,go,1,1,0.5452871,1000
1,1,1000,pnl,go,go,1,1,0.5851113,1000
1,0,350,pnl,stop,stop,0,1,0.6517266,350
1,1,1000,pnl,go,go,1,1,0.6384388,1000
1,0,350,pnl,stop,stop,0,1,0.6518428,350
1,1,1000,pnl,go,go,1,1,0.5056072,1000
1,1,1000,pnl,go,go,1,1,0.5730188,1000
1,0,400,pnl,stop,go,1,0,0.5452366,400
1,1,1000,pnl,go,go,1,1,0.4671026,1000
1,0,400,pnl,stop,go,1,0,0.5600691,400
1,1,1000,pnl,go,go,1,1,0.5985542,1000
1,1,1000,pnl,go,go,1,1,0.6117828,1000
1,1,1000,pnl,go,go,1,1,0.5973492,1000
1,0,200,pnl,stop,stop,0,1,0.6518162,200
1,1,1000,pnl,go,go,1,1,0.5851038,1000
1,1,1000,pnl,go,go,1,1,0.5717692,1000
1,0,300,pnl,stop,stop,0,1,0.6517335,300
1,1,1000,pnl,go,stop,0,0,0.6517597,1000
1,1,1000,pnl,go,go,1,1,0.478565,1000
1,0,350,pnl,stop,stop,0,1,0.6521087,350
1,0,350,pnl,stop,stop,0,1,0.6517709,350
1,1,1000,pnl,go,go,1,1,0.5983789,1000
1,1,1000,pnl,go,go,1,1,0.6117798,1000
1,1,1000,pnl,go,go,1,1,0.6118679,1000
1,0,250,pnl,stop,stop,0,1,0.6507178,250
1,0,200,pnl,stop,stop,0,1,0.651692,200
1,0,250,pnl,stop,stop,0,1,0.6517678,250
1,0,400,pnl,stop,go,1,0,0.5452352,400
1,0,300,pnl,stop,stop,0,1,0.6517955,300
1,1,1000,pnl,go,go,1,1,0.5051435,1000
1,0,250,pnl,stop,stop,0,1,0.6517896,250
1,0,300,pnl,stop,stop,0,1,0.6518792,300
1,0,250,pnl,stop,stop,0,1,0.6517637,250
1,1,1000,pnl,go,go,1,1,0.585081,1000
1,1,1000,pnl,go,go,1,1,0.5850652,1000
1,0,200,pnl,stop,stop,0,1,0.6516074,200
1,1,1000,pnl,go,go,1,1,0.5584774,1000
1,1,1000,pnl,go,go,1,1,0.5718589,1000
1,0,400,pnl,stop,go,1,0,0.5584323,400
1,1,1000,pnl,go,go,1,1,0.5451689,1000
1,0,350,pnl,stop,go,1,0,0.5718023,350
1,1,1000,pnl,go,go,1,1,0.5718273,1000
1,1,1000,pnl,go,go,1,1,0.571804,1000
1,1,1000,pnl,go,go,1,1,0.5849556,1000
1,0,350,pnl,stop,stop,0,1,0.6518492,350
1,0,300,pnl,stop,stop,0,1,0.6517065,300
1,1,1000,pnl,go,go,1,1,0.6251384,1000
1,1,1000,pnl,go,go,1,1,0.5185934,1000
1,0,200,pnl,stop,stop,0,1,0.6521113,200
1,0,400,pnl,stop,go,1,0,0.5318939,400
1,1,1000,pnl,go,go,1,1,0.5052326,1000
1,1,1000,pnl,go,go,1,1,0.5841048,1000
1,1,1000,pnl,go,go,1,1,0.5317039,1000
1,1,1000,pnl,go,go,1,1,0.6384386,1000
1,1,1000,pnl,go,go,1,1,0.5452763,1000
1,0,250,pnl,stop,stop,0,1,0.6517512,250
1,1,1000,pnl,go,go,1,1,0.5185255,1000
1,0,400,pnl,stop,stop,0,1,0.6519688,400
1,0,400,pnl,stop,go,1,0,0.5452706,400
1,1,1000,pnl,go,go,1,1,0.5585036,1000
1,1,1000,pnl,go,go,1,1,0.5982374,1000
1,1,1000,pnl,go,go,1,1,0.5583663,1000
1,0,200,pnl,stop,stop,0,1,0.651708,200
1,0,350,pnl,stop,stop,0,1,0.6518719,350
1,0,350,pnl,stop,stop,0,1,0.651445,350
1,0,300,pnl,stop,stop,0,1,0.6517487,300
1,1,1000,pnl,go,go,1,1,0.5319438,1000
1,0,250,pnl,stop,stop,0,1,0.651754,250
1,0,200,pnl,stop,stop,0,1,0.6517997,200
1,1,1000,pnl,go,go,1,1,0.5717672,1000
1,0,300,pnl,stop,stop,0,1,0.6516907,300
1,1,1000,pnl,go,go,1,1,0.5174729,1000
1,1,1000,pnl,go,go,1,1,0.585118,1000
1,1,1000,pnl,go,go,1,1,0.5717769,1000
1,1,1000,pnl,go,go,1,1,0.545226,1000
1,0,250,pnl,stop,stop,0,1,0.6516239,250
1,0,350,pnl,stop,stop,0,1,0.6518265,350
1,0,400,pnl,stop,go,1,0,0.5453598,400
1,0,200,pnl,stop,stop,0,1,0.6517939,200
1,0,300,pnl,stop,stop,0,1,0.6517068,300
1,0,300,pnl,stop,stop,0,1,0.651739,300
1,1,1000,pnl,go,go,1,1,0.5064021,1000
1,1,1000,pnl,go,go,1,1,0.5718461,1000
1,0,200,pnl,stop,stop,0,1,0.6518749,200
1,1,1000,pnl,go,go,1,1,0.5185656,1000
1,1,1000,pnl,go,go,1,1,0.5318935,1000
1,0,350,pnl,stop,go,1,0,0.5203276,350
1,1,1000,pnl,go,go,1,1,0.5584363,1000
1,0,400,pnl,stop,go,1,0,0.5317599,400
1,1,1000,pnl,go,go,1,1,0.5850947,1000
1,1,1000,pnl,go,go,1,1,0.6106903,1000
1,0,250,pnl,stop,stop,0,1,0.6534212,250
2,1,1000,bsl,go,go,1,1,0.5183689,1000
2,1,1000,bsl,go,go,1,1,0.5450801,1000
2,1,1000,bsl,go,go,1,1,0.5316764,1000
2,1,1000,bsl,go,go,1,1,0.5852762,1000
2,1,1000,bsl,go,go,1,1,0.5318035,1000
2,1,1000,bsl,go,go,1,1,0.5316365,1000
2,1,1000,bsl,go,go,1,1,0.5184459,1000
2,1,1000,bsl,go,go,1,1,0.5451622,1000
2,1,1000,bsl,go,go,1,1,0.5319261,1000
2,1,1000,bsl,go,go,1,1,0.5185935,1000
2,1,1000,bsl,go,go,1,1,0.5451231,1000
2,1,1000,bsl,go,go,1,1,0.5068811,1000
2,1,1000,bsl,go,go,1,1,0.4918284,1000
2,0,300,bsl,stop,stop,0,1,0.6517359,300
2,1,1000,bsl,go,go,1,1,0.5584967,1000
2,0,200,bsl,stop,stop,0,1,0.6517152,200
2,0,350,bsl,stop,stop,0,1,0.6517459,350
2,1,1000,bsl,go,go,1,1,0.5850959,1000
2,0,200,bsl,stop,stop,0,1,0.651761,200
2,0,250,bsl,stop,stop,0,1,0.6516841,250
2,1,1000,bsl,go,go,1,1,0.5185656,1000
2,1,1000,bsl,go,go,1,1,0.5451508,1000
2,0,250,bsl,stop,stop,0,1,0.6516773,250
2,0,400,bsl,stop,go,1,0,0.5847942,400
2,0,350,bsl,stop,stop,0,1,0.6517531,350
2,1,1000,bsl,go,go,1,1,0.5585143,1000
2,1,1000,bsl,go,go,1,1,0.5583268,1000
2,1,1000,bsl,go,go,1,1,0.6383631,1000
2,1,1000,bsl,go,go,1,1,0.5582611,1000
2,0,400,bsl,stop,go,1,0,0.5184853,400
2,1,1000,bsl,go,go,1,1,0.5318029,1000
2,0,300,bsl,stop,stop,0,1,0.65177,300
2,1,1000,bsl,go,go,1,1,0.4918182,1000
2,0,300,bsl,stop,stop,0,1,0.6517792,300
2,1,1000,bsl,go,go,1,1,0.5584299,1000
2,0,300,bsl,stop,stop,0,1,0.6517808,300
2,0,200,bsl,stop,stop,0,1,0.6518787,200
2,1,1000,bsl,go,go,1,1,0.5184092,1000
2,1,1000,bsl,go,go,1,1,0.5317885,1000
2,1,1000,bsl,go,go,1,1,0.5451039,1000
2,0,200,bsl,stop,stop,0,1,0.6517446,200
2,0,400,bsl,stop,go,1,0,0.5585566,400
2,0,350,bsl,stop,stop,0,1,0.6515983,350
2,1,1000,bsl,go,go,1,1,0.5719913,1000
2,1,1000,bsl,go,go,1,1,0.5717723,1000
2,0,250,bsl,stop,stop,0,1,0.6519455,250
2,1,1000,bsl,go,go,1,1,0.5451754,1000
2,1,1000,bsl,go,go,1,1,0.5851432,1000
2,0,350,bsl,stop,stop,0,1,0.6517175,350
2,1,1000,bsl,go,go,1,1,0.532113,1000
2,1,1000,bsl,go,go,1,1,0.5583463,1000
2,0,400,bsl,stop,go,1,0,0.5450971,400
2,0,250,bsl,stop,stop,0,1,0.6517763,250
2,1,1000,bsl,go,go,1,1,0.5601873,1000
2,1,1000,bsl,go,go,1,1,0.5585211,1000
2,0,300,bsl,stop,stop,0,1,0.651857,300
2,1,1000,bsl,go,go,1,1,0.57175,1000
2,0,300,bsl,stop,stop,0,1,0.6516403,300
